,Alternate Names,Population,cost,Province,city,latitude,longitude
282,"Gemeen Nimwaege,Naimechen,Najmegen,Neimegena,Neimegenas,Nejmegen,Neymeyxen,Nijmegen,Nijmeyen,Nimega,Nimegen,Nimegue,Nimwege,Nimwegen,Nimègue,Nymegen,Nymwegen,Nîmegue,Nĳmegen,QNQ,Ulpia Noviomagus Batavorum,nai mei heng,naimehen,naymykhn,ne me ken,neimegeni,neimeheon,njmygan,nymykhn,nyymkn,Ναϊμέχεν,Наймеген,Најмеген,Неймеген,Նեյմեյխեն,ניימכן,نايميخن,نجمیگان,نیمیخن,เนเมเกน,ნეიმეგენი,ኔመሕን,ナイメーヘン,奈梅亨,네이메헌",158732.0,876.07,Gelderland,Nijmegen,51.8425,5.85278
283,None,1555.0,874.82,Noord-Holland,Oosterblokker,52.66917,5.11806
284,"LEY,Lelistad,Lelystad,lai li si ta de,Лелистад,لیلی‌استاد,莱利斯塔德",70741.0,874.41,Flevoland,Lelystad,52.50833,5.475
285,Heeze,9110.0,873.57,Noord-Brabant,Heeze,51.3828,5.57145
286,Tent,9160.0,873.16,Gelderland,Lent,51.86167,5.86667
287,None,None,872.74,Gelderland,Malden,51.7808,5.8544
288,"Wanrooi,Wanrooy,Wanroy",2340.0,871.08,Noord-Brabant,Wanroij,51.6575,5.81806
289,None,3490.0,869.0,Noord-Brabant,Leende,51.35083,5.55417
290,None,7828.0,866.92,Noord-Holland,Venhuizen,52.6624,5.2
291,"Arecanum,Arnem,Arnema,Arnheim,Arnhem,Arnhemas,Arnhemia,Arnhim,Arném,Gemeen Arnem,ZYM,a na mu,aleunheom,anemu,arnahema,arnemi,arnhm,arnm,Άρνεμ,Арнем,Արնհեմ,ארנהם,آرنم,آرنهم,آرنہم,आर्नहेम,არნემი,アーネム,阿纳姆,아른험",141674.0,860.68,Gelderland,Arnhem,51.98,5.91111
292,None,None,860.4,Noord-Holland,Sint Maartensvlotbrug,52.78631,4.70782
293,None,9358.0,859.84,Gelderland,Ubbergen,51.8333,5.9167
294,None,1949.0,859.01,Gelderland,Berg en Dal,51.82167,5.91667
295,None,None,857.35,Noord-Brabant,Sterksel,51.35124,5.61159
296,None,15782.0,856.93,Gelderland,Huissen,51.9333,5.9333
297,"Schagen,Skagen,Skhagen,Sxagen,si ha heng,Схаген,Շխագեն,斯哈亨",5910.0,856.1,Noord-Holland,Schagen,52.7875,4.79861
298,Twist,1115.0,855.27,Noord-Holland,Twisk,52.74083,5.05278
299,Groesbeek,18741.0,853.19,Gelderland,Groesbeek,51.77667,5.93611
300,None,1796.0,852.77,Noord-Holland,Grootebroek,52.6989,5.2189
301,"Roosendaal,Rosendaal",1485.0,909.93,Gelderland,Roosendaal,52.00583,5.9625
302,None,5439.0,879.48,Noord-Holland,Bovenkarspel,52.7,5.25
303,None,5635.0,848.61,Gelderland,Westervoort,51.95583,5.97222
304,Biddinghuizen,5010.0,847.78,Flevoland,Biddinghuizen,52.455,5.69306
305,"Someren,Zomere",10690.0,846.95,Noord-Brabant,Someren,51.385,5.71111
306,"Felp,wlp  khldrland,ولپ، خلدرلاند",17669.0,846.53,Gelderland,Velp,51.995,5.97361
307,Milsbeek bij Gennep,2055.0,845.7,Limburg,Gennep,51.725,5.94861
308,None,32362.0,841.12,Noord-Brabant,Deurne,51.4639,5.7947
309,"Budel,Buul",7895.0,844.45,Noord-Brabant,Budel,51.27167,5.575
310,"Enkhuizen,Enkhuze,Inkhuzen",17365.0,842.37,Noord-Holland,Enkhuizen,52.70333,5.29167
311,"Boc's Mere,Boksmaer,Boksmeer,Boxmeer,Meer,Mere",12407.0,839.04,Noord-Brabant,Boxmeer,51.64667,5.94722
312,None,3155.0,836.13,Noord-Holland,Middenmeer,52.80667,4.99861
313,"Apeldoarn,Apeldoorn,Apeldoorne,Apeldorn,Apeldornas,QYP,a po er duo lun,abldwrn,apeldoleun,aperudorun,apldwrn,epeladorna,xa phel dorn,Апелдорн,Ապելդորն,آبلدورن,آپلدورن,ایپلڈوم,एपेलडॉर्न,อาเพลโดร์น,აპელდორნი,アペルドールン,阿珀尔多伦,아펠도른",136670.0,826.56,Gelderland,Apeldoorn,52.21,5.96944
314,Doornspyk,1555.0,890.33,Gelderland,Doorn,52.41833,5.81806
315,"IJsselstein,Ysselsteyn",2260.0,908.31,Limburg,IJsselstein,51.49,5.89722
316,"Zevenar,Зевенар",26063.0,816.58,Gelderland,Zevenaar,51.93,6.07083
317,None,None,813.25,Noord-Holland,Julianadorp,52.8907,4.74461
318,None,None,811.58,Noord-Brabant,Vierlingsbeek,51.59644,6.00915
319,"Venraai,Venraij",39047.0,809.5,Limburg,Venray,51.525,5.975
320,"Nedervert,Nederweert,Neyderveyrt,Ni-jwieert,Ni-jwieërt,Недерверт,Նեյդերվեյրտ",7205.0,809.09,Limburg,Nederweert,51.28583,5.74861
321,"Vert,Weerd,Weert,Wieert,Wieërt,Верт",48662.0,807.84,Limburg,Weert,51.25167,5.70694
322,None,None,803.98,Gelderland,Teuge,52.23359,6.04666
323,"Ehpe,Эпе",33385.0,802.01,Gelderland,Epe,52.3475,5.98333
324,"Mael,Meiel",5180.0,799.93,Limburg,Meijel,51.34417,5.88472
325,"Brummen,Бруммен",21344.0,798.27,Gelderland,Brummen,52.09,6.15556
326,"DHR,De Helder,Den Helder,Den-Khelder,Der Helder,Helder,Le Helder,Nten Chelnter,deng hai er de,dn hldr,Ντεν Χέλντερ,Ден-Хелдер,Դեն Հելդեր,دن هلدر,デン・ヘルダー,登海尔德",59569.0,794.94,Noord-Holland,Den Helder,52.95988,4.75933
327,None,None,791.61,Limburg,Horst,51.4514,6.0536
328,"Tienraai,Tienray",1040.0,790.36,Limburg,Tienray,51.495,6.09306
329,None,1170.0,789.53,Limburg,Kelpen-Oler,51.21817,5.82602
330,"Zjutfen,Zutfen,Zutphen,Зютфен",36188.0,789.12,Gelderland,Zutphen,52.13833,6.20139
331,"Gemeen Kampen,Kampen,kambn,kampeon,kan peng,kanpen,qmpn,Кампен,Կամպեն,קמפן,كامبن,カンペン,坎彭,캄펀",48980.0,786.62,Overijssel,Kampen,52.555,5.91111
332,"Daventria,Deventer,Deventeris,Deyventer,Dimter,Gemeen Deventer,Gemeen Dèventer,QYV,dai fen te er,de wen texr,debenteoleu,defenteru,dfntr,Девентер,Դեյվենտեր,دفنتر,เดเวนเตอร์,デーフェンテル,代芬特尔,데벤터르",97331.0,784.54,Overijssel,Deventer,52.255,6.16389
333,None,10838.0,785.18,Overijssel,Diepenveen,52.2894,6.15
334,"Heijthuizen,Heithuizen,Heitse,Heythuizen,Heythuysen",6420.0,789.64,Limburg,Heythuysen,51.25,5.89861
335,None,3174.0,790.92,Flevoland,Ens,52.63667,5.82778
336,None,5530.0,795.38,Limburg,Helden,51.31917,6.0
337,"Ehmmelord,Emmeloard,Emmelord,ai mo luo er de,Еммелорд,Эммелорд,埃默洛爾德",46409.0,797.29,Flevoland,Emmeloord,52.71083,5.74861
338,"Doetinchem,Dutinkhem,Дутинхем",49906.0,798.57,Gelderland,Doetinchem,51.965,6.28889
339,None,1906.0,802.39,Limburg,Broekhuizen,51.4853,6.1633
340,"Hengelo (Gld),Hengeloo",4510.0,804.94,Gelderland,Hengelo,52.05083,6.30972
341,None,None,811.95,Friesland,Nijemirdum,52.85475,5.56607
342,"Gemeen Zwolle,Svolla,Swol,Zvole,Zvolle,Zvolė,Zwolle,ci wo lei,jeubolleo,jhvola,s wol lex,zfwlh,zi wo lei,zuvuore,zvole,zwwlh,Зволе,Зволле,Զվոլե,زفوله,زولے,زووله,झ्वोला,ซโวลเลอ,ზვოლე,ズヴォレ,兹沃勒,즈볼러",111805.0,815.78,Overijssel,Zwolle,52.5125,6.09444
343,Tegele,20190.0,887.9,Limburg,Tegelen,51.34417,6.13611
344,None,3305.0,901.02,Limburg,Herten,51.18083,5.9625
345,None,None,904.2950000000001,Overijssel,Heeten,52.31654,6.27323
346,None,None,907.57,Friesland,Hindeloopen,52.94262,5.40048
347,None,8690.0,920.69,Limburg,Swalmen,51.2333,6.0333
348,"Fenlo,VSN,Venlas,Venlo,Venlonum,Venloo,fen luo,fenro,fnlw,wynlw,Φένλο,Венло,فنلو,وینلو,フェンロー,芬洛",92403.0,822.94,Limburg,Venlo,51.37,6.16806
349,"Remunj,Reurmond,Roermond,Ruremonde,Rurmond,Rurmonda,Rurmondas,lu er meng de,rurumonto,rwrmwnd,Рурмонд,Рурмонда,رورموند,ルールモント,鲁尔蒙德",44975.0,933.8,Limburg,Roermond,51.19417,5.9875
350,None,2355.0,821.72,Limburg,Grevenbicht,51.03833,5.775
351,None,1730.0,918.02,Gelderland,Laren,52.19417,6.36528
352,"Asselt,Khasel't,Khasselt,ha se er te,Хасельт,Хасселт,哈瑟爾特",6959.0,816.83,Overijssel,Hasselt,52.59267,6.09527
353,Bor,2430.0,816.52,Limburg,Born,51.03167,5.80972
354,"Sitardas,Sittard,Zittert,sitaleuteu,sytard,xi ta de,Ситтард,سیتارد,錫塔德,시타르트",48400.0,808.58,Limburg,Sittard,50.99833,5.86944
355,"Gelaen,Gelen,Gelenas,he lun,khe len,Гелен,เคเลน,赫倫",32790.0,807.97,Limburg,Geleen,50.97417,5.82917
356,Echterbrug,1200.0,806.44,Fryslân,Echt,52.87141,5.82147
357,"Baek,Beek",8415.0,876.96,Limburg,Beek,50.94083,5.79722
358,None,5500.0,803.38,Limburg,Bunde,50.89667,5.73194
359,None,3785.0,802.47,Overijssel,Markelo,52.235,6.49861
360,None,2595.0,801.55,Limburg,Ulestraten,50.90583,5.78194
361,"MST,Maastricht,Maastrikht,Maastrykht,Maestricht,Mastrichtas,Mastrihta,Mastrikht,Mastrique,Mastrixt,Mestreech,Māstrihta,Traiectum Mosae,ma si te li he te,mas thrichth,maseuteuliheuteu,mastrikhta,mastrikt,mastrkht,mastrsht,mastrykht,masutorihito,Μάαστριχτ,Маастрихт,Маастрыхт,Мастрихт,Մաստրիխտ,מאסטריכט,ماسترخت,ماسترشت,ماستریخت,मास्ट्रिख्ट,மாஸ்ட்ரிக்ட்,มาสทริชท์,მაასტრიხტი,マーストリヒト,马斯特里赫特,마스트리흐트",122378.0,797.27,Limburg,Maastricht,50.84833,5.68889
362,"Oeesjbik,Oeësjbik,Oorsbeek",3600.0,798.01,Limburg,Oirsbeek,50.95083,5.90833
363,None,None,798.135,Friesland,Rohel,52.92471,5.82568
364,"Meppel,Меппел",30697.0,798.26,Drenthe,Meppel,52.69583,6.19444
365,None,26428.0,798.38,Overijssel,Rijssen,52.3,6.5167
366,"Nut,Nuth",4585.0,799.36,Limburg,Nuth,50.9175,5.88611
367,"Boalsert,Bolsvard,Bolsward,Gemeen Bolsward,bo er si wa de,bolseubaleuteu,borusuvuaruto,Болсвард,ボルスヴァルト,博尔斯瓦德,볼스바르트",9160.0,799.49,Fryslân,Bolsward,53.06555,5.53176
368,Sjilvend,4685.0,799.98,Limburg,Schinveld,50.96917,5.97917
369,None,None,800.35,Limburg,Bemelen,50.84726,5.7639
370,None,1365.0,800.6,Limburg,Wijnandsrade,50.90583,5.88333
371,"Gebrook,Hoensbrock,Khunsbruk,Хунсбрук",25000.0,801.33,Limburg,Hoensbroek,50.92387,5.92528
372,"Stienwyk,si teng wei ke,斯滕韋克",17138.0,801.58,Overijssel,Steenwijk,52.7875,6.12083
373,"Brjunssume,Broensem,Brunssum,Brunsum,Брюнссуме",29254.0,801.95,Limburg,Brunssum,50.94667,5.97083
374,"Vol'vega,Wolvega,Wolvegea,wo er fu ha,Вольвега,沃尔弗哈",12730.0,802.57,Fryslân,Wolvega,52.87545,5.99691
375,Bad Valkenburg,3400.0,874.45,Limburg,Valkenburg,50.86523,5.83205
376,None,None,839.495,Friesland,Rottum,52.93697,5.8935
377,None,1510.0,804.54,Overijssel,Hengevelde,52.19917,6.63611
378,None,1579.0,804.91,Limburg,Schin op Geul,50.8542,5.8694
379,Aldskoat,1590.0,805.15,Fryslân,Oudeschoot,52.93343,5.95579
380,"Heerenveen,Hereveen,It Hearrenfean,Kherenven,QYZ,Херенвен",43094.0,805.65,Fryslân,Heerenveen,52.95929,5.91854
381,None,1482.0,805.77,Limburg,Sint Geertruid,50.7964,5.7656
382,None,1085.0,806.51,Drenthe,Koekange,52.69917,6.31667
383,"Coriovalo,Heele,Heerlen,Heële,Kheerlen,Хеерлен",93084.0,807.37,Limburg,Heerlen,50.88365,5.98154
384,None,37591.0,807.98,Limburg,Landgraaf,50.9083,6.0297
385,Wielder,1960.0,808.18,Limburg,Wijlre,50.83333,5.89583
386,None,7769.0,811.22,Limburg,Wittem,50.8133,5.9122
387,"Almelo,Almeloo,QYL,Алмело",72725.0,811.63,Overijssel,Almelo,52.35667,6.6625
388,None,5954.0,811.83,Limburg,Eygelshoven,50.8925,6.0592
389,None,6920.0,812.24,Overijssel,Delden,52.26,6.71111
390,"Franeker,Frjentsjer,franykyr,fu la ne ke,Франекер,فرانيكير,弗拉訥克",12996.0,814.67,Fryslân,Franeker,53.18546,5.54123
391,"Kerkraad,Kerkrade,Kirchrath,Kirchroa,kerukurade,Керкраде,ケルクラーデ",49777.0,815.89,Limburg,Kerkrade,50.86583,6.0625
392,"Grou,Grouw",5535.0,816.91,Fryslân,Grou,53.09456,5.83745
393,None,None,817.31,Friesland,Jorwert,53.14522,5.71281
394,"Boorn,Borne,bwrnh,Борне,Բորնե,بورنه",20550.0,816.52,Overijssel,Born,52.30136,6.7482
395,"Hemgelo,Hengelo,Hengeloo,QYH",80809.0,804.94,Overijssel,Hengelo,52.26583,6.79306
396,"Hoogeveen,Khoogeveen,Хоогевеен",38754.0,818.73,Drenthe,Hoogeveen,52.7225,6.47639
397,"Hardenberg,Khardenberge,Stad-Hardenberg,ha deng bei he,Харденберге,هاردن‌برخ,哈登貝赫",57909.0,819.14,Overijssel,Hardenberg,52.57583,6.61944
398,"Tjummarum,Tsjummearum,Tzummarum",1205.0,819.75,Fryslân,Tzummarum,53.23733,5.54612
399,"Vaals,Vols",6970.0,820.96,Limburg,Vaals,50.77083,6.01806
400,None,None,823.2,Friesland,Warten,53.1504,5.89804
401,None,None,823.6,Friesland,Earnewâld,53.13223,5.94065
402,"ENS,Eanske,Ehnskhede,Ehnskhedeh,Enschede,Enschedė,Ensjedee,Enskede,Enskhede,Ensxeyde,Ynskedee,anskhdh,anskhydh,en si he de,enseuhedeo,enskhede,ensuhede,xen s kede,Енсхеде,Энсхеде,Энсхедэ,Էնշխեյդե,אנסחדה,إنسخيده,انسخده,انشیدے,ܐܢܫܟܕܐ,เอนสเกเด,ენსხედე,エンスヘーデ,恩斯赫德,엔스헤더",153655.0,824.82,Overijssel,Enschede,52.21833,6.89583
403,"L'ovet,LWR,Leeuwarden,Leewarden,Leuvardehn,Leuvarden,Leuvardena,Leuvardenas,Leyvarden,Lieuwarden,Liewarde,Liwwadden,Ljouwert,leiualeudeon,lew ar dein,liyuvardena,lu fa deng,lywwardn,rewaruden,Леуварден,Леўвардэн,Льовет,ليوواردن,لیوواردن,लीयुवार्डेन,เลวาร์เดิน,レーワルデン,吕伐登,레이우아르던",91424.0,825.98,Fryslân,Leeuwarden,53.20139,5.80859
404,Hoek,1100.0,826.36,Fryslân,Hoek,53.20455,5.80192
405,None,None,835.61,Friesland,Sumar,53.17861,6.00039
406,None,None,839.465,Groningen,De Wilp,53.11621,6.25305
407,None,None,843.32,Drenthe,Bovensmilde,52.97602,6.48145
408,None,None,843.69,Overijssel,Denekamp,52.3794,7.0089
409,None,None,851.02,Friesland,Blije,53.35201,5.8616
410,"Asen,Asenas,Asningseli,Asningsėli,Asse,Assen,a sen,aseon,asn,assen,xas sein,Άσσεν,Асен,Ассен,Ասսեն,آسن,أسن,อาสเซิน,アッセン,阿森,아선",62237.0,851.79,Drenthe,Assen,52.99667,6.5625
411,None,None,856.03,Groningen,Boerakker,53.18701,6.32931
412,None,3740.0,857.19,Drenthe,Rolde,52.98417,6.64861
413,None,None,858.34,Groningen,Tolbert,53.17345,6.36354
414,"Ehmmen,Emen,Emenas,Emme,Emmen,Emmeni vald,ai men,amn,aymyn,emen,emena,emeon,Емен,Еммен,Эммен,Էմմեն,אמן,إمن,إيمين,امن,एमेन,エメン,埃門,에먼",57010.0,859.11,Drenthe,Emmen,52.77917,6.90694
415,None,1495.0,867.21,Drenthe,Gasselte,52.97167,6.79444
416,None,None,871.06,Drenthe,Midlaren,53.11013,6.67696
417,None,None,871.44,Groningen,Noordlaren,53.12084,6.66676
418,None,None,872.6,Drenthe,Nieuw-Weerdinge,52.8574,6.98781
419,"Haren,Haren Gn,Kharen,ha lun,haryn,Харен,Հարեն,هارين,哈伦",9375.0,874.53,Groningen,Haren Gn,53.17209,6.60931
420,None,8130.0,874.91,Drenthe,Emmer-Compascuum,52.81167,7.04722
421,None,None,875.3,Groningen,Onnen,53.15765,6.64126
422,None,None,876.84,Groningen,Houwerzijl,53.33593,6.34146
423,"Chronin'nken,GRQ,Greunienge,Grins,Groninga,Groninge,Groningen,Groningena,Groningenas,Groningue,Grunneng,Gròninga,Qroningen,Vilojati Groningen,furoningen,furoningen shi,ge luo ning gen,groningeni,heuloning-eon,hrwnyngn,khrwnyngn,Χρόνινγκεν,Вилояти Гронинген,Гронинген,Гронінген,חרונינגן,خرونینگن,گروننگن شہر,გრონინგენი,フローニンゲン,フローニンゲン市,格罗宁根,흐로닝언",181194.0,877.61,Groningen,Groningen,53.21917,6.56667
424,None,2152.0,877.61,Groningen,Ezinge,53.3092,6.4431
425,None,1365.0,877.61,Groningen,Winsum,53.33,6.52083
426,Bedum,7765.0,877.61,Groningen,Bedum,53.30083,6.60278
427,"Zuidbreek,Zuidbrock,Zuidbruek",2255.0,877.61,Groningen,Zuidbroek,53.16333,6.86111
428,Ten Boer,4355.0,877.61,Groningen,Ten Boer,53.27583,6.69444
429,None,1665.0,877.61,Groningen,Noordbroek,53.195,6.87361
430,"Vinskhoten,Winschoten,Wynskoat,wen si huo teng,Винсхотен,溫斯霍滕",18506.0,877.61,Groningen,Winschoten,53.14417,7.03472
431,None,4935.0,877.61,Groningen,Uithuizen,53.4075,6.67083
432,None,12364.0,877.61,Groningen,Appingedam,53.32167,6.85833
433,"Uithuizermeden,Uithuizermeedum",2775.0,877.61,Groningen,Uithuizermeeden,53.41417,6.72361
434,None,None,877.61,Groningen,Godlinze,53.3726,6.81467
435,None,2185.0,877.61,Groningen,Farmsum,53.32167,6.92639
436,None,None,877.61,Groningen,Roodeschool,53.41983,6.76638
437,"Delfzejl,Delfzijl,Delfzyl,Делфзейл",28649.0,877.61,Groningen,Delfzijl,53.33,6.91806
438,Spijk Gn,1220.0,877.61,Groningen,Spijk,53.39,6.8375
439,None,None,877.61,Groningen,Termunterzijl,53.29898,7.03585
